Line,State,Line-id,line-plant,Donor,Pop,Donor_CIMMYT_ID,Donor_ID,Donor_Accession,Donor_Race,Donor_Lat,Donor_Lon,Donor_Ele,F1,BC1 (683),BC1_ALTERNATIVE,BC1S1 (650),BC1S2 (599),BC1S3 (452),BC1 S4 (414),BC1 S4 BULK1 (225),Bulk1 Weight (gr),BC1 S4 BULK2 ,Bulk2 Weight (gr),TC-T6,TC-Weight (gr)
LANDB279B,BC1S2,LANDB279,B,Carib_SA_Coast_11,Caribraz,CIMMYTMA-002458,,GREN 11,CANILL,12.2,-61.63,63,RS19-1761.1 x B73,B73xRS20-2222,,PV21-1436.2@,CLY21-585@,,,,,,,,
LANDB279C,BC1S2,LANDB279,C,Carib_SA_Coast_11,Caribraz,CIMMYTMA-002458,,GREN 11,CANILL,12.2,-61.63,63,RS19-1761.1 x B73,B73xRS20-2222,,PV21-1436.3@,CLY21-586@,,,,,,,,
LANDB280,Lost,,,Carib_SA_Coast_12,Caribraz,CIMMYTMA-002460,,HAIT 1,CHANDE,18.563505,-74.267982,154,,,,,,,,,,,,,
LANDB281,Lost,,,Carib_SA_Coast_13,Caribraz,CIMMYTMA-002479,,RDOM 265,,19.646842,-70.013422,240,RS19-15029.1 x B73,,,,,,,,,,,,
LANDB282A,BC1S2,LANDB282,A,Carib_SA_Coast_14,Caribraz,CIMMYTMA-002674,,BRAZ 35,AVMORO,-23.916667,-51.866667,339,RS19-1764.1 x B73,B73xRS20-2223,,PV21-1437.1@,CLY21-587@,,,,,,,,
LANDB282B,BC1S2,LANDB282,B,Carib_SA_Coast_14,Caribraz,CIMMYTMA-002674,,BRAZ 35,AVMORO,-23.916667,-51.866667,339,RS19-1764.1 x B73,B73xRS20-2223,,PV21-1437.2@,CLY21-588@,,,,,,,,
LANDB282C,BC1S2,LANDB282,C,Carib_SA_Coast_14,Caribraz,CIMMYTMA-002674,,BRAZ 35,AVMORO,-23.916667,-51.866667,339,RS19-1764.1 x B73,B73xRS20-2223,,PV21-1437.3@,CLY21-589@,,,,,,,,
LANDB283,Lost,,,Carib_SA_Coast_15,Caribraz,CIMMYTMA-002776,,BRAZ 24,SYIVAM,-23.916667,-51.866667,337,,,,,,,,,,,,,
LANDB284,Lost,,,Carib_SA_Coast_16,Caribraz,CIMMYTMA-002893,,BRAZ 2935,,-11.55,-39.26666667,392,RS19-1531.1 x B73,,,,,,,,,,,,
LANDB285A,BC1S2,LANDB285,A,Carib_SA_Coast_17,Caribraz,CIMMYTMA-002899,,BRAZ 2942,TUXPEN,-10.28333333,-36.6,9,RS19-1767.1 x B73,B73xRS20-2224,,PV21-1438.1@,CLY21-590@,,,,,,,,
LANDB285B,BC1S2,LANDB285,B,Carib_SA_Coast_17,Caribraz,CIMMYTMA-002899,,BRAZ 2942,TUXPEN,-10.28333333,-36.6,9,RS19-1767.1 x B73,B73xRS20-2224,,PV21-1438.2@,CLY21-591@,,,,,,,,
LANDB285C,BC1S2,LANDB285,C,Carib_SA_Coast_17,Caribraz,CIMMYTMA-002899,,BRAZ 2942,TUXPEN,-10.28333333,-36.6,9,RS19-1767.1 x B73,B73xRS20-2224,,PV21-1438.3@,CLY21-592@,,,,,,,,
LANDB286A,BC1S2,LANDB286,A,Carib_SA_Coast_18,Caribraz,CIMMYTMA-002978,,BRAZ 3026,CATETO,-3.81233,-38.693975,43,RS19-1768.1 x B73,B73xRS20-2225,,PV21-1439.1@,CLY21-593@,,,,,,,,
LANDB286B,BC1S2,LANDB286,B,Carib_SA_Coast_18,Caribraz,CIMMYTMA-002978,,BRAZ 3026,CATETO,-3.81233,-38.693975,43,RS19-1768.1 x B73,B73xRS20-2225,,PV21-1439.2@,CLY21-594@,,,,,,,,
LANDB286C,BC1S2,LANDB286,C,Carib_SA_Coast_18,Caribraz,CIMMYTMA-002978,,BRAZ 3026,CATETO,-3.81233,-38.693975,43,RS19-1768.1 x B73,B73xRS20-2225,,PV21-1439.3@,CLY21-595@,,,,,,,,
LANDB287,Lost,,,Carib_SA_Coast_19,Caribraz,CIMMYTMA-002980,,BRAZ 3028,PADENT,-3.81233,-38.693975,43,,,,,,,,,,,,,
LANDB288,Lost,,,Carib_SA_Coast_20,Caribraz,CIMMYTMA-003869,,CUBA 83,CUBAAM,20.38333333,-76.43333333,107,,,,,,,,,,,,,
LANDB289,Lost,,,Carib_SA_Coast_21,Caribraz,CIMMYTMA-003875,,CUBA 91,CUBAAM,20.3,-76.21666667,102,,,,,,,,,,,,,
LANDB290A,BC1S2,LANDB290,A,Carib_SA_Coast_22,Caribraz,CIMMYTMA-003877,,GREN 2,CANILL,12.030311,-61.748698,71,RS19-1772.1 x B73,B73xRS20-2226,,PV21-1440.1@,CLY21-596@,,,,,,,,
LANDB290B,BC1S2,LANDB290,B,Carib_SA_Coast_22,Caribraz,CIMMYTMA-003877,,GREN 2,CANILL,12.030311,-61.748698,71,RS19-1772.1 x B73,B73xRS20-2226,,PV21-1440.2@,CLY21-597@,,,,,,,,
LANDB290C,BC1S2,LANDB290,C,Carib_SA_Coast_22,Caribraz,CIMMYTMA-003877,,GREN 2,CANILL,12.030311,-61.748698,71,RS19-1772.1 x B73,B73xRS20-2226,,PV21-1440.3@,CLY21-598@,,,,,,,,
LANDB291,Lost,,,Carib_SA_Coast_23,Caribraz,CIMMYTMA-003886,,GUAD 6,EARCAR,16.319743,-61.350975,20,,,,,,,,,,,,,
LANDB292,Lost,,,Carib_SA_Coast_24,Caribraz,CIMMYTMA-003891,,GUAD 16,CUBAAM,16.262387,-61.581424,21,RS19-15036.1 x B73,,,,,,,,,,,,
LANDB293,Lost,,,Carib_SA_Coast_25,Caribraz,CIMMYTMA-003897,,HAIT 25,HAITYE,19.663248,-72.678269,198,,,,,,,,,,,,,
LANDB294,Lost,,,Carib_SA_Coast_26,Caribraz,CIMMYTMA-003901,,HAIT 31,HAITYE,19.565256,-72.500407,613,,,,,,,,,,,,,
LANDB295,Lost,,,Carib_SA_Coast_27,Caribraz,CIMMYTMA-003934,,RDOM 249,TUXPEN,19.18333333,-70.5,196,RS19-15039.1 x B73,,,,,,,,,,,,
LANDB296A,BC1S2,LANDB296,A,Carib_SA_Coast_28,Caribraz,CIMMYTMA-003941,,RDOM 256,CHANDE,19.197019,-70.021015,65,RS19-1778.1 x B73,B73xRS20-2227,,PV21-1441.1@,CLY21-599@,,,,,,,,
LANDB296B,BC1S2,LANDB296,B,Carib_SA_Coast_28,Caribraz,CIMMYTMA-003941,,RDOM 256,CHANDE,19.197019,-70.021015,65,RS19-1778.1 x B73,B73xRS20-2227,,PV21-1441.2@,CLY21-600@,,,,,,,,
LANDB296C,BC1S2,LANDB296,C,Carib_SA_Coast_28,Caribraz,CIMMYTMA-003941,,RDOM 256,CHANDE,19.197019,-70.021015,65,RS19-1778.1 x B73,B73xRS20-2227,,PV21-1441.3@,CLY21-601@,,,,,,,,
LANDB297,Lost,,,Carib_SA_Coast_29,Caribraz,CIMMYTMA-003946,,RDOM 264,CANILL,19.663433,-69.952097,128,,,,,,,,,,,,,
LANDB298,Lost,,,Carib_SA_Coast_30,Caribraz,CIMMYTMA-003949,,RDOM 268,CHANDE,19.743912,-70.874286,177,,,,,,,,,,,,,
LANDB299A,BC1S2,LANDB299,A,Carib_SA_Coast_31,Caribraz,CIMMYTMA-003975,,SCRO 2,CHANDE,17.718069,-64.706515,31,RS19-1781.1 x B73,B73xRS20-2228,,PV21-1442.1@,CLY21-602@,,,,,,,,
LANDB299B,BC1S2,LANDB299,B,Carib_SA_Coast_31,Caribraz,CIMMYTMA-003975,,SCRO 2,CHANDE,17.718069,-64.706515,31,RS19-1781.1 x B73,B73xRS20-2228,,PV21-1442.2@,CLY21-603@,,,,,,,,
LANDB299C,BC1S2,LANDB299,C,Carib_SA_Coast_31,Caribraz,CIMMYTMA-003975,,SCRO 2,CHANDE,17.718069,-64.706515,31,RS19-1781.1 x B73,B73xRS20-2228,,PV21-1442.3@,CLY21-604@,,,,,,,,
LANDB300,Lost,,,Carib_SA_Coast_32,Caribraz,CIMMYTMA-003980,,SVIN 4,CUACAT,13.161853,-61.221184,89,,,,,,,,,,,,,
LANDB301,Lost,,,Carib_SA_Coast_33,Caribraz,CIMMYTMA-003996,,TRIN 24,TUSON,10.209325,-61.464321,3,RS19-1783.1 x B73,,,,,,,,,,,,
LANDB302,Lost,,,Carib_SA_Coast_34,Caribraz,CIMMYTMA-004012,,TRIN 45,PUYA,10.548746,-61.26624,23,,,,,,,,,,,,,
LANDB303,Lost,,,Carib_SA_Coast_35,Caribraz,CIMMYTMA-004015,,TRIN 48,CHANDE,10.502186,-61.249153,52,RS19-15044.1 x B73,,,,,,,,,,,,
LANDB304,Lost,,,Carib_SA_Coast_36,Caribraz,CIMMYTMA-004017,,TRIN 50,PUYA,10.28333333,-61.4,43,RS19-15045.1 x B73,,,,,,,,,,,,
LANDB305,Lost,,,Carib_SA_Coast_37,Caribraz,CIMMYTMA-004086,,BRAZ 373,PADENT,-22.45,-46.93333333,626,,,,,,,,,,,,,
LANDB306,Lost,,,Carib_SA_Coast_38,Caribraz,CIMMYTMA-004219,,BRAZ 420,PADENT,-24,-48.3,698,,,,,,,,,,,,,
LANDB307,Lost,,,Carib_SA_Coast_39,Caribraz,CIMMYTMA-004329,,SURI 803,COTRFT,5.456466,-55.32512,11,,,,,,,,,,,,,
LANDB308,Lost,,,Carib_SA_Coast_40,Caribraz,CIMMYTMA-004400,,BRAZ 928,DTRGLI,-27.616667,-54.3,290,,,,,,,,,,,,,
LANDB309,Lost,,,Carib_SA_Coast_41,Caribraz,CIMMYTMA-004421,,BRAZ 972,DTRGRU,-31.494769,-53.340291,399,RS19-15050.1 x B73,,,,,,,,,,,,
LANDB310,Lost,,,Carib_SA_Coast_42,Caribraz,CIMMYTMA-004436,,BRAZ 993,DTRGLI,-28.263266,-54.009359,310,,,,,,,,,,,,,
LANDB311,Lost,,,Carib_SA_Coast_43,Caribraz,CIMMYTMA-004534,,BRAZ 1150,DTRGRU,-29.33333333,-54.16666667,322,,,,,,,,,,,,,
LANDB312,Lost,,,Carib_SA_Coast_44,Caribraz,CIMMYTMA-004550,,BRAZ 1188,DTRGLI,-28.365057,-54.283493,250,,,,,,,,,,,,,
LANDB313,Lost,,,Carib_SA_Coast_45,Caribraz,CIMMYTMA-004651,,BRAZ 1439,RGWHDT,-28.365057,-54.283493,274,,,,,,,,,,,,,
LANDB314A,BC1S2,LANDB314,A,Carib_SA_Coast_46,Caribraz,CIMMYTMA-004660,,BRAZ 1462,RGWHDT,-29.33333333,-54.16666667,274,RS19-1796.1 x B73,B73xRS20-2229,,PV21-1443.1@,CLY21-605@,,,#REF!,,,,,
LANDB314B,BC1S2,LANDB314,B,Carib_SA_Coast_46,Caribraz,CIMMYTMA-004660,,BRAZ 1462,RGWHDT,-29.33333333,-54.16666667,274,RS19-1796.1 x B73,B73xRS20-2229,,PV21-1443.2@,CLY21-606@,,,,,,,,
LANDB314C,BC1S2,LANDB314,C,Carib_SA_Coast_46,Caribraz,CIMMYTMA-004660,,BRAZ 1462,RGWHDT,-29.33333333,-54.16666667,274,RS19-1796.1 x B73,B73xRS20-2229,,PV21-1443.3@,CLY21-607@,,,,,,,,
LANDB315,Lost,,,Carib_SA_Coast_47,Caribraz,CIMMYTMA-004669,,BRAZ 1486,RGWHDT,-29.33333333,-54.16666667,274,,,,,,,,,,,,,
LANDB316A,BC1S2,LANDB316,A,Carib_SA_Coast_48,Caribraz,CIMMYTMA-004678,,BRAZ 1520,SDENRG,-28.033333,-54.333333,412,RS19-1798.1 x B73,B73xRS20-2230,,PV21-1444.1@,CLY21-608@,,,#REF!,,,,,
LANDB316B,BC1S2,LANDB316,B,Carib_SA_Coast_48,Caribraz,CIMMYTMA-004678,,BRAZ 1520,SDENRG,-28.033333,-54.333333,412,RS19-1798.1 x B73,B73xRS20-2230,,PV21-1444.2@,CLY21-609@,,,,,,,,
LANDB316C,BC1S2,LANDB316,C,Carib_SA_Coast_48,Caribraz,CIMMYTMA-004678,,BRAZ 1520,SDENRG,-28.033333,-54.333333,412,RS19-1798.1 x B73,B73xRS20-2230,,PV21-1444.3@,CLY21-610@,,,,,,,,
LANDB317,Lost,,,Carib_SA_Coast_49,Caribraz,CIMMYTMA-004776,,BRAZ 1759,PADENT,-20.62891,-51.127617,353,,,,,,,,,,,,,
LANDB318A,BC1S2,LANDB318,A,Carib_SA_Coast_50,Caribraz,CIMMYTMA-004781,,BRAZ 1766,PADENT,-21.533333,-51.483333,373,RS19-1800.1 x B73,B73xRS20-2231,,PV21-1445.1@,CLY21-611@,,,#REF!,,,,,
LANDB318B,BC1S2,LANDB318,B,Carib_SA_Coast_50,Caribraz,CIMMYTMA-004781,,BRAZ 1766,PADENT,-21.533333,-51.483333,373,RS19-1800.1 x B73,B73xRS20-2231,,PV21-1445.2@,CLY21-612@,,,,,,,,
LANDB318C,BC1S2,LANDB318,C,Carib_SA_Coast_50,Caribraz,CIMMYTMA-004781,,BRAZ 1766,PADENT,-21.533333,-51.483333,373,RS19-1800.1 x B73,B73xRS20-2231,,PV21-1445.3@,CLY21-613@,,,,,,,,
LANDB319A,BC1S1,LANDB319,A,Carib_SA_Coast_51,Caribraz,CIMMYTMA-004811,,BRAZ 1835,PADENT,-23.4,-45.88333333,666,RS19-1801.1 x B73,B73xRS20-2178,,PV21-1396.1@,,,,,,,,,
LANDB319B,BC1S1,LANDB319,B,Carib_SA_Coast_51,Caribraz,CIMMYTMA-004811,,BRAZ 1835,PADENT,-23.4,-45.88333333,666,RS19-1801.1 x B73,B73xRS20-2178,,PV21-1396.2@,,,,,,,,,
LANDB319C,BC1S1,LANDB319,C,Carib_SA_Coast_51,Caribraz,CIMMYTMA-004811,,BRAZ 1835,PADENT,-23.4,-45.88333333,666,RS19-1801.1 x B73,B73xRS20-2178,,PV21-1396.3@,,,,,,,,,
LANDB320,Lost,,,Carib_SA_Coast_52,Caribraz,CIMMYTMA-004817,,BRAZ 1844,PADENT,-23.076071,-47.959266,515,,,,,,,,,,,,,
LANDB321,Lost,,,Carib_SA_Coast_53,Caribraz,CIMMYTMA-004821,,BRAZ 1849,#N/A,#N/A,#N/A,#N/A,RS19-15058.1 x B73,,,,,,,,,,,,
LANDB322,Lost,,,Carib_SA_Coast_54,Caribraz,CIMMYTMA-004824,,BRAZ 1852,PADENT,-23.397216,-49.519177,534,,,,,,,,,,,,,
LANDB323,Lost,,,Carib_SA_Coast_55,Caribraz,CIMMYTMA-004828,,BRAZ 1857,PADENT,-22.537739,-47.937215,632,,,,,,,,,,,,,
LANDB324,Lost,,,Carib_SA_Coast_56,Caribraz,CIMMYTMA-004856,,BRAZ 1901,CATETO,-21.583333,-48.766667,552,,,,,,,,,,,,,
LANDB325,Lost,,,Carib_SA_Coast_57,Caribraz,CIMMYTMA-004870,,BRAZ 1917,CATETO,-23.397216,-49.519177,534,,,,,,,,,,,,,
LANDB326,Lost,,,Carib_SA_Coast_58,Caribraz,CIMMYTMA-004910,,BRAZ 1976,PADENT,-21.78333333,-50.83333333,455,,,,,,,,,,,,,
LANDB327,Lost,,,Carib_SA_Coast_59,Caribraz,CIMMYTMA-004978,,BRAZ 2135,PADENT,-23.11666667,-47.71666667,505,,,,,,,,,,,,,
LANDB328,Lost,,,Carib_SA_Coast_60,Caribraz,CIMMYTMA-004979,,BRAZ 2136,PADENT,-22.91666667,-45.46666667,539,,,,,,,,,,,,,
LANDB329,Lost,,,Carib_SA_Coast_61,Caribraz,CIMMYTMA-004987,,BRAZ 2144,CRAVPA,-23.088964,-47.241578,615,RS19-15066.1 x B73,,,,,,,,,,,,
LANDB330,Lost,,,Carib_SA_Coast_62,Caribraz,CIMMYTMA-004993,,BRAZ 2151,PADENT,-22.437175,-50.202062,687,,,,,,,,,,,,,
LANDB331A,BC1S2,LANDB331,A,Carib_SA_Coast_63,Caribraz,CIMMYTMA-005057,,BRAZ 2293,CATETO,-23.18333333,-45.88333333,594,RS19-1813.1 x B73,B73xRS20-2179,,PV21-1397.1@,CLY21-476@,,,,,,,,
LANDB331B,BC1S2,LANDB331,B,Carib_SA_Coast_63,Caribraz,CIMMYTMA-005057,,BRAZ 2293,CATETO,-23.18333333,-45.88333333,594,RS19-1813.1 x B73,B73xRS20-2179,,PV21-1397.2@,CLY21-477@,,,,,,,,
LANDB331C,BC1S2,LANDB331,C,Carib_SA_Coast_63,Caribraz,CIMMYTMA-005057,,BRAZ 2293,CATETO,-23.18333333,-45.88333333,594,RS19-1813.1 x B73,B73xRS20-2179,,PV21-1397.3@,CLY21-478@,,,,,,,,
LANDB332A,BC1S2,LANDB332,A,Carib_SA_Coast_64,Caribraz,CIMMYTMA-005084,,BRAZ 2394,PADENT,-12.651497,-39.1086,201,RS19-1814.1 x B73,B73xRS20-2180,,PV21-1398.1@,CLY21-479@,,,,,,,,
LANDB332B,BC1S2,LANDB332,B,Carib_SA_Coast_64,Caribraz,CIMMYTMA-005084,,BRAZ 2394,PADENT,-12.651497,-39.1086,201,RS19-1814.1 x B73,B73xRS20-2180,,PV21-1398.2@,CLY21-480@,,,,,,,,
LANDB332C,BC1S2,LANDB332,C,Carib_SA_Coast_64,Caribraz,CIMMYTMA-005084,,BRAZ 2394,PADENT,-12.651497,-39.1086,201,RS19-1814.1 x B73,B73xRS20-2180,,PV21-1398.3@,CLY21-481@,,,,,,,,
LANDB333A,BC1S2,LANDB333,A,Carib_SA_Coast_65,Caribraz,CIMMYTMA-005371,,CUBA 17,CUBAAM,22.971991,-81.507393,99,RS19-1815.1 x B73,B73xRS20-2184,,PV21-1402.1@,CLY21-491@,,,,,,,,
LANDB333B,BC1S2,LANDB333,B,Carib_SA_Coast_65,Caribraz,CIMMYTMA-005371,,CUBA 17,CUBAAM,22.971991,-81.507393,99,RS19-1815.1 x B73,B73xRS20-2184,,PV21-1402.2@,CLY21-492@,,,,,,,,
LANDB333C,BC1S2,LANDB333,C,Carib_SA_Coast_65,Caribraz,CIMMYTMA-005371,,CUBA 17,CUBAAM,22.971991,-81.507393,99,RS19-1815.1 x B73,B73xRS20-2184,,PV21-1402.3@,CLY21-493@,,,,,,,,
LANDB334A,BC1S2,LANDB334,A,Carib_SA_Coast_66,Caribraz,CIMMYTMA-005463,,BRAZ 1643,CHARUA,-28.515684,-49.005651,2,RS19-1816.1 x B73,B73xRS20-2187,,PV21-1405.1@,CLY21-500@,,,,,,,,
LANDB334B,BC1S2,LANDB334,B,Carib_SA_Coast_66,Caribraz,CIMMYTMA-005463,,BRAZ 1643,CHARUA,-28.515684,-49.005651,2,RS19-1816.1 x B73,B73xRS20-2187,,PV21-1405.2@,CLY21-501@,,,,,,,,
LANDB334C,BC1S2,LANDB334,C,Carib_SA_Coast_66,Caribraz,CIMMYTMA-005463,,BRAZ 1643,CHARUA,-28.515684,-49.005651,2,RS19-1816.1 x B73,B73xRS20-2187,,PV21-1405.3@,CLY21-502@,,,,,,,,
LANDB335A,BC1S2,LANDB335,A,Carib_SA_Coast_67,Caribraz,CIMMYTMA-005467,,BRAZ 2501,PADENT,-20.7,-42.71666667,685,RS19-1817.1 x B73,B73xRS20-2190,,PV21-1408.1@,CLY21-509@,,,,,,,,
LANDB335B,BC1S1,LANDB335,B,Carib_SA_Coast_67,Caribraz,CIMMYTMA-005467,,BRAZ 2501,PADENT,-20.7,-42.71666667,685,RS19-1817.1 x B73,B73xRS20-2190,,PV21-1408.2@,,,,,,,,,
LANDB335C,BC1S1,LANDB335,C,Carib_SA_Coast_67,Caribraz,CIMMYTMA-005467,,BRAZ 2501,PADENT,-20.7,-42.71666667,685,RS19-1817.1 x B73,B73xRS20-2190,,PV21-1408.3@,,,,,,,,,
LANDB336,Lost,,,Carib_SA_Coast_68,Caribraz,CIMMYTMA-005495,,BRAZ 1661,DENTAD,-28.51666667,-49.31666667,50,RS19-1818.1 x B73,,,,,,,,,,,,
LANDB337,Lost,,,Carib_SA_Coast_69,Caribraz,CIMMYTMA-005534,,BRAZ 1802,PADENT,-20.8,-49.38333333,514,,,,,,,,,,,,,
LANDB338,Lost,,,Carib_SA_Coast_70,Caribraz,CIMMYTMA-005541,,BRAZ 2084,PADENT,-22.45,-46.93333333,626,RS19-15069.1 x B73,,,,,,,,,,,,
LANDB339,Lost,,,Carib_SA_Coast_71,Caribraz,CIMMYTMA-005545,,BRAZ 2088,PADENT,-22.437301,-46.852271,660,,,,,,,,,,,,,
LANDB340,Lost,,,Carib_SA_Coast_72,Caribraz,CIMMYTMA-005561,,SCRO 11,STCROI,17.718069,-64.706515,31,RS19-15071.1 x B73,,,,,,,,,,,,
LANDB341,Lost,,,Carib_SA_Coast_73,Caribraz,CIMMYTMA-005563,,BRAZ 1665,DENTAD,-28.920044,-49.457185,9,,,,,,,,,,,,,
LANDB342,Lost,,,Carib_SA_Coast_74,Caribraz,CIMMYTMA-005657,,CUBA 67,TUSON,20.862895,-76.463107,118,,,,,,,,,,,,,
LANDB343,Lost,,,Carib_SA_Coast_75,Caribraz,CIMMYTMA-005907,,BRAZ 1689,REDDNT,-27.21666667,-49.65,345,,,,,,,,,,,,,
LANDB344,Lost,,,Carib_SA_Coast_76,Caribraz,CIMMYTMA-005926,,BRAZ 1598,PINTFT,-28.527081,-53.998021,391,,,,,,,,,,,,,
LANDB345,Lost,,,Carib_SA_Coast_77,Caribraz,CIMMYTMA-006143,,BRAZ 1727,PADENT,-22.232837,-49.825724,625,,,,,,,,,,,,,
LANDB346A,BC1S1,LANDB346,A,Carib_SA_Coast_78,Caribraz,CIMMYTMA-006162,,URUG 1187,DENBRA,-32.68333333,-58.13333333,8,RS19-1828.1 x B73,B73xRS20-2194,,PV21-1412.1@,,,,,,,,,
LANDB346B,BC1S1,LANDB346,B,Carib_SA_Coast_78,Caribraz,CIMMYTMA-006162,,URUG 1187,DENBRA,-32.68333333,-58.13333333,8,RS19-1828.1 x B73,B73xRS20-2194,,PV21-1412.2@,,,,,,,,,
LANDB346C,BC1S1,LANDB346,C,Carib_SA_Coast_78,Caribraz,CIMMYTMA-006162,,URUG 1187,DENBRA,-32.68333333,-58.13333333,8,RS19-1828.1 x B73,B73xRS20-2194,,PV21-1412.3@,,,,,,,,,
LANDB347,Lost,,,Carib_SA_Coast_79,Caribraz,CIMMYTMA-006672,,BRAZ 1871,PADENT,-20.93333333,-49.21666667,547,,,,,,,,,,,,,
LANDB348,Lost,,,Carib_SA_Coast_80,Caribraz,CIMMYTMA-007387,,BRAZ 34,AVMORO,-23.916667,-51.866667,339,,,,,,,,,,,,,
LANDB349,Lost,,,Carib_SA_Coast_81,Caribraz,CIMMYTMA-007420,,BRAZ 923,DTRGRU,-29.674475,-53.890233,105,,,,,,,,,,,,,
LANDB350,Lost,,,Carib_SA_Coast_82,Caribraz,CIMMYTMA-007429,,BRAZ 959,DTRGLI,-27.616667,-54.3,290,RS19-15080.1 x B73,,,,,,,,,,,,
LANDB351,Lost,,,Carib_SA_Coast_83,Caribraz,CIMMYTMA-007431,,BRAZ 968,DTRGRU,-29.099481,-50.622391,880,,,,,,,,,,,,,
LANDB352A,BC1S2,LANDB352,A,Carib_SA_Coast_84,Caribraz,CIMMYTMA-007491,,BRAZ 1189,DTRGRU,-28.03333333,-54.33333333,418,RS19-1834.1 x B73,B73xRS20-2200,,PV21-1416.1@,CLY21-524@,,,,,,,,
LANDB352B,BC1S1,LANDB352,B,Carib_SA_Coast_84,Caribraz,CIMMYTMA-007491,,BRAZ 1189,DTRGRU,-28.03333333,-54.33333333,418,RS19-1834.1 x B73,B73xRS20-2200,,PV21-1416.2@,,,,,,,,,
LANDB352C,BC1S1,LANDB352,C,Carib_SA_Coast_84,Caribraz,CIMMYTMA-007491,,BRAZ 1189,DTRGRU,-28.03333333,-54.33333333,418,RS19-1834.1 x B73,B73xRS20-2200,,PV21-1416.3@,,,,,,,,,
LANDB353,Lost,,,Carib_SA_Coast_85,Caribraz,CIMMYTMA-007492,,BRAZ 1193,DTRGRU,-27.580314,-53.960459,424,,,,,,,,,,,,,
LANDB354,Lost,,,Carib_SA_Coast_86,Caribraz,CIMMYTMA-007498,,BRAZ 1217,CRAVRG,-28.263266,-54.009359,310,,,,,,,,,,,,,
LANDB355,Lost,,,Carib_SA_Coast_87,Caribraz,CIMMYTMA-007773,,BRAZ 2128,PADENT,-22.625913,-48.806462,611,,,,,,,,,,,,,
LANDB356,Lost,,,Carib_SA_Coast_88,Caribraz,CIMMYTMA-007802,,BRAZ 2237,PADENT,-22.612407,-47.210516,600,,,,,,,,,,,,,
LANDB357A,BC1S2,LANDB357,A,Carib_SA_Coast_89,Caribraz,CIMMYTMA-007815,,BRAZ 2286,PADENT,-22.01666667,-47.9,826,RS19-1839 x B73,B73xRS20-2211,,PV21-1427.1@,CLY21-557@,,,,,,,,
LANDB357B,BC1S2,LANDB357,B,Carib_SA_Coast_89,Caribraz,CIMMYTMA-007815,,BRAZ 2286,PADENT,-22.01666667,-47.9,826,RS19-1839 x B73,B73xRS20-2211,,PV21-1427.2@,CLY21-558@,,,,,,,,
LANDB357C,BC1S2,LANDB357,C,Carib_SA_Coast_89,Caribraz,CIMMYTMA-007815,,BRAZ 2286,PADENT,-22.01666667,-47.9,826,RS19-1839 x B73,B73xRS20-2211,,PV21-1427.3@,CLY21-559@,,,,,,,,
LANDB358A,BC1S2,LANDB358,A,Carib_SA_Coast_90,Caribraz,CIMMYTMA-007818,,BRAZ 2286,PADENT,-21.93333333,-50.5,499,RS19-1840.1 x B73,B73xRS20-2212,,PV21-1428.1@,CLY21-560@,,,,,,,,
LANDB358B,BC1S2,LANDB358,B,Carib_SA_Coast_90,Caribraz,CIMMYTMA-007818,,BRAZ 2286,PADENT,-21.93333333,-50.5,499,RS19-1840.1 x B73,B73xRS20-2212,,PV21-1428.2@,CLY21-561@,,,,,,,,
LANDB358C,BC1S2,LANDB358,C,Carib_SA_Coast_90,Caribraz,CIMMYTMA-007818,,BRAZ 2286,PADENT,-21.93333333,-50.5,499,RS19-1840.1 x B73,B73xRS20-2212,,PV21-1428.3@,CLY21-562@,,,,,,,,
LANDB359,Lost,,,Carib_SA_Coast_91,Caribraz,CIMMYTMA-007826,,BRAZ 2306,PADENT,-21.66666667,-49.75,443,,,,,,,,,,,,,
LANDB360,BC1S1,LANDB360,A,Carib_SA_Coast_92,Caribraz,CIMMYTMA-007844,,BRAZ 2391,PADENT,-12.43333333,-39.21666667,208,RS19-1842.1 x B73,B73xRS20-2213,,PV21-1429.4@,,,,,,,,,
LANDB360A,BC1S2,LANDB360,A,Carib_SA_Coast_92,Caribraz,CIMMYTMA-007844,,BRAZ 2391,PADENT,-12.43333333,-39.21666667,208,RS19-1842.1 x B73,B73xRS20-2213,,PV21-1429.1@,CLY21-563@,,,,,,,,
LANDB360B,BC1S2,LANDB360,B,Carib_SA_Coast_92,Caribraz,CIMMYTMA-007844,,BRAZ 2391,PADENT,-12.43333333,-39.21666667,208,RS19-1842.1 x B73,B73xRS20-2213,,PV21-1429.2@,CLY21-564@,,,,,,,,
LANDB360C,BC1S2,LANDB360,C,Carib_SA_Coast_92,Caribraz,CIMMYTMA-007844,,BRAZ 2391,PADENT,-12.43333333,-39.21666667,208,RS19-1842.1 x B73,B73xRS20-2213,,PV21-1429.3@,CLY21-565@,,,,,,,,
LANDB361A,BC1S1,LANDB361,A,Carib_SA_Coast_93,Caribraz,CIMMYTMA-008395,,BRAZ 1611,TUXPEN,-25.8,-49.75,921,RS19-1843.1 x B73,RS20-3467xB73,,PV21-539.1@,,,,,,,,,
LANDB361B,BC1S1,LANDB361,B,Carib_SA_Coast_93,Caribraz,CIMMYTMA-008395,,BRAZ 1611,TUXPEN,-25.8,-49.75,921,RS19-1843.1 x B73,RS20-3467xB73,,PV21-539.2@,,,,,,,,,
